"Fcode","cmfp","dash","ahei","edible","water","kcal","kj","prot","fat","cho","fiber","sodium","Total","SFA","MUFA","PUFA","EPA","DHA"
121132,7,5,0,61,82.8,84,352,16.3,21,0,0,57.5,1.5,0.8,0.7,0,0,0
121133,7,5,0,54,78.6,89,373,18,1.6,0.7,0,41.2,1.1,0.4,0.5,0.2,0,0
121241,7,5,0,70,78.8,108,453,17.6,4.2,0,0,246.4,2.9,1.5,1.4,0,0,0
121242,7,5,0,62,79.4,114,477,17,5.1,0,0,194.3,3.6,1.5,2,0.1,0,0
121243,7,5,0,66,77.4,99,415,18.7,2.7,0,0,104.1,0,0,0,0,0,0
121244,7,5,0,49,45.2,417,1745,14.4,39.4,0.2,0,56,27.6,6.4,12.5,8.7,1.5,11.4
121245,7,5,0,38,73.6,117,490,27.4,0.1,0,0,83,0.1,0,0,0,6,0
121303,7,5,0,100,12,350,1463,84.1,0.5,2.3,0,79.6,0,0,0,0,0,0
121304,7,5,0,100,61.2,160,669,10.1,2.4,24.5,0,383.3,2.2,1.3,0.7,0.1,0,0
121305,7,5,0,100,72.5,107,447,11.1,1.3,12.7,0,854.2,1.2,0.7,0.4,0.1,0,0
121306,7,5,0,100,55.9,201,841,9.6,7.1,24.7,0,394.6,6.4,1.1,1.5,3.8,0,0
121401,7,5,0,100,45.6,283,1184,24,16.5,9.6,0,1291.8,15.3,1.8,6.2,7.3,17.4,0
121402,7,5,0,100,30.3,403,1686,19,28.2,18.3,0,1417.2,25.4,3.8,6.1,15.1,6,0
121403,7,5,0,100,19.5,520,2175,23.5,43,9.7,0,525.4,0,0,0,0,0,0
121404,7,5,0,100,47.8,271,1133,20.8,16.1,10.7,0,403.6,11.3,2.6,4.5,4.2,0,0
121405,7,5,0,81,74.6,99,422,23.5,0.6,0,0,320,0,0,0,0,0,0
121406,7,5,0,79,63.3,189,794,27.1,9,0,0,290,0,0,0,0,0,0
121407,7,5,0,100,18.8,472,1973,25.5,33.1,17.9,0,1291.7,29.8,8.5,10.3,11.4,0,0
121408,7,5,0,100,55.4,211,884,21.3,9.8,9.5,0,1252,6.9,1.2,1.9,3.8,0,0
121409,7,5,0,100,45.8,412,1724,16.5,37.8,0,0,58,26.5,5.8,11.8,8.9,7.9,11.7
121410,7,5,0,100,45.7,396,1657,19.1,34.8,0,0,82,24.4,5.7,10.8,7.9,7.5,11.8
121411,7,5,0,100,32,536,2243,19.9,50,0,0,78.7,35,8.1,15.8,11.2,7.8,11.4
121412,7,5,0,100,47.3,373,1561,20.2,31.8,0,0,82,22.3,5.1,10.2,6.9,7.1,11.1
121413,7,5,0,100,39,472,1975,19,43.4,0,0,74,30.4,7,13.7,9.7,7.6,11.4
121414,7,5,0,100,28.3,555,2322,17.2,53.4,0.1,0,75,48.1,10.7,16.9,20.6,5.1,8
121415,7,5,0,100,47,392,1639,14.6,36.5,0.7,0,52.4,25.6,6.2,11.2,8.2,7.4,11.6
121416,7,5,0,100,49.3,375,1569,14.9,34.5,0.4,0,51,24.2,6,10.3,7.9,7.8,12.1
121417,7,5,0,100,70.4,155,650,13.8,9.8,3,0,820.2,6.9,2.5,1.8,2.5,0,0
121418,7,5,0,79,66.2,172,721,21.5,9.6,0,0,530,0,0,0,0,0,0
121419,7,5,0,82,58.6,220,918,23.3,14.1,0,0,450,0,0,0,0,0,0
121420,7,5,0,100,37.5,383,1601,24.4,30.2,3.3,0,1321.2,27.2,3.9,7,16.2,0,0
121421,7,5,0,85,76.6,96,408,21.4,1.2,0,0,340,0,0,0,0,0,0
121422,7,5,0,98,55.9,235,983,12.4,14.3,15.6,0.4,480,0,0,0,0,0,0
122203,7,5,0,100,72.3,112,467,10.8,7.6,0,0,4584.6,5.3,1.6,2.2,1.5,0,0
122204,7,5,0,100,87.8,48,202,10.4,0.7,0,0,272.1,0,0,0,0,0,0
122301,7,5,0,100,70,151,632,4.6,7.4,16.7,1.3,429,0,0,0,0,0.1,0.4
123006,7,5,0,42,79.2,81,339,14.2,1.1,3.6,0,321.5,0.6,0.2,0.3,0.1,0,0
123301,7,5,0,100,67.4,123,514,9,0.6,20.5,0,1242,0.3,0.1,0.1,0.1,0,0
124117,7,5,0,47,87.7,42,174,9.5,0.3,0.2,0,793,0,0,0,0,0,0
124601,7,5,0,100,56.6,209,874,16.2,9.2,15.8,0,565,8.3,3.1,3.6,1.7,0.2,0.5
129014,7,5,0,100,75.2,128,534,12.5,7.3,3,0,103.9,6.1,1.2,4.1,0.8,0,0
129301,7,5,0,100,84.8,72,300,13,2.2,0,0,93.7,2,1.2,0.5,0.3,0,0
129302,7,5,0,100,71,128,535,13.4,4.7,8,0,825.2,4.2,1.9,1.8,0.4,0,0
131101,0,0,0,100,0,524,2220,12,28,56,0,0,0,0,0,0,0,0
131102,0,0,0,100,0,520,2203,11,28,56,0,0,0,0,0,0,0,0
131103,0,0,0,100,0,448,2043,12.5,22,59,0,0,0,0,0,0,0,0
131104,0,0,0,100,0,528,2210,11,29,56,0,0,0,0,0,0,0,0
131105,0,0,0,100,0,528,2210,11,29,56,0,0,0,0,0,0,0,0
131106,0,0,0,100,0,520,2176,11,28,55.6,0,0,0,0,0,0,0,0
131107,0,0,0,100,2.7,515,2156,12.6,27,55.5,0,0,0,0,0,0,0,0
131108,0,0,0,100,4,497,2079,12,25,56,0,0,0,0,0,0,0,0
131109,0,0,0,100,3,507,2121,12.5,25.8,56.2,0,0,0,0,0,0,0,0
131110,0,0,0,100,3,510,2130,11.1,27,55,1.9,0,0,0,0,0,0,0
131111,0,0,0,100,2.8,515,2150,10.8,27,57,0,0,0,0,0,0,0,0
131112,0,0,0,100,2.8,515,2150,10.8,27,57,0,0,0,0,0,0,0,0
131113,0,0,0,100,0,522,2184,12.5,28,55,0,0,0,0,0,0,0,0
131114,0,0,0,100,4.5,508,2123,13.3,27.5,51.7,0,0,0,0,0,0,0,0
131115,0,0,0,100,0,513,2145,12.8,27,54.6,0,0,0,0,0,0,0,0
131116,0,0,0,100,0,513,2174,14,27,53.5,0,0,0,0,0,0,0,0
131201,0,0,0,100,0,458,1917,16.1,16.8,60,0,0,0,0,0,0,0,0
131202,0,0,0,100,0,447,1869,15.2,16.2,60,0,0,0,0,0,0,0,0
131203,0,0,0,100,0,453,1894,15.9,16.3,61,0,0,0,0,0,0,0,0
131204,0,0,0,100,0,476,2018,18,20,56,0,0,0,0,0,0,0,0
131205,0,0,0,100,0,476,2018,18,20,56,0,0,0,0,0,0,0,0
131206,0,0,0,100,4,449,1879,15,21,50,0,0,0,0,0,0,0,0
131207,0,0,0,100,3,475,1990,15,21,56,2.6,0,0,0,0,0,0,0
131208,0,0,0,100,3,480,2020,15,21.5,57.3,0,0,0,0,0,0,0,0
131209,0,0,0,100,3,480,2008,15,21.5,57.3,0,0,0,0,0,0,0,0
131210,0,0,0,100,3,472,1975,18,20,55,0,0,0,0,0,0,0,0
131211,0,0,0,100,3,464,1941,20.4,19,52.8,0,0,0,0,0,0,0,0
131212,0,0,0,100,0,483,2021,15,23,54,0,0,0,0,0,0,0,0
131213,0,0,0,100,0,483,2019,15,22.5,55,0,0,0,0,0,0,0,0
131214,0,0,0,100,0,454,1899,18,18,55,0,0,0,0,0,0,0,0
131301,0,0,0,100,0,454,1900,16.6,16.3,60,0,0,0,0,0,0,0,0
131302,0,0,0,100,0,447,1870,17.8,15,61,0,0,0,0,0,0,0,0
131303,0,0,0,100,0,450,1881,17.8,15,61,0,0,0,0,0,0,0,0
131304,0,0,0,100,0,454,1925,15.8,15.8,62.1,0,0,0,0,0,0,0,0
131305,0,0,0,100,0,456,1925,15.8,16,62.1,0,0,0,0,0,0,0,0
131306,0,0,0,100,4,462,1933,16.5,18,58.5,0,0,0,0,0,0,0,0
131307,0,0,0,100,2.8,440,1900,22.1,18.4,49.1,2.7,0,0,0,0,0,0,0
131308,0,0,0,100,3,448,1900,22.1,18.4,48.6,0,0,0,0,0,0,0,0
131309,0,0,0,100,3,450,1900,22.1,18.4,48.6,0,0,0,0,0,0,0,0
131310,0,0,0,100,3,464,1941,21.6,19,51.6,0,0,0,0,0,0,0,0
131311,0,0,0,100,3,463,1940,18.5,18,56.8,0,0,0,0,0,0,0,0
131312,0,0,0,100,3,458,1914,20,17.5,55,0,0,0,0,0,0,0,0
131313,0,0,0,100,0,453,1893,17.5,18.5,54,0,0,0,0,0,0,0,0
132001,0,0,0,100,89,39,162,0.5,0.1,10.1,1.1,0,0,0,0,0,0,0
132002,0,0,0,100,82.5,76,319,4,2.2,10.7,0.6,0,0,0,0,0,0,0
132003,0,0,0,100,90.7,27,114,1,0.2,7.6,2.2,0,0,0,0,0,0,0
133009,0,0,0,100,0,376,1574,6.1,2.5,83.9,0,0,0,0,0,0,0,0
133010,0,0,0,100,2.5,409,1711,15,9,67,0,0,0,0,0,0,0,0
133011,0,0,0,100,3.1,375,1570,15.7,2,75.9,2.3,0,0,0,0,0,0,0
133012,0,0,0,100,2.5,374,1566,5.4,2.8,81.9,0,0,0,0,0,0,0,0
133013,0,0,0,100,3,394,1649,10,3,81.8,0,0,0,0,0,0,0,0
133014,0,0,0,100,2.5,373,1561,6.7,3.2,79.4,0,0,0,0,0,0,0,0
133015,0,0,0,100,3.5,386,1616,5,1.5,88.2,0,0,0,0,0,0,0,0
133016,0,0,0,100,2.5,374,1564,6.4,4.1,77.8,0,0,0,0,0,0,0,0
133017,0,0,0,100,3,391,1635,6.2,2,87,0,0,0,0,0,0,0,0
133018,0,0,0,100,3.5,391,1636,10,3,81,0,0,0,0,0,0,0,0
133019,0,0,0,100,3.5,383,1603,14.5,1.5,77.9,0,0,0,0,0,0,0,0
133020,0,0,0,100,3,376,1574,8.4,3.4,80.2,0,0,0,0,0,0,0,0
141038,0,0,0,100,55.2,182,762,4.9,4.6,33.8,3.5,535.8,0,0,0,0,0,0
141039,0,0,0,100,37.2,311,1300,4.4,13.8,44.2,2,23.2,0,0,0,0,0,0
141040,0,0,0,100,74.7,100,418,2.6,0.2,22.4,0.5,19,0,0,0,0,0,0
141041,0,0,0,100,16,317,1327,9.5,3.5,70,8.1,18.1,0,0,0,0,0,0
141042,0,0,0,100,79.4,92,385,4,3.8,11.8,0,310.4,0,0,0,0,0,0
142108,0,0,0,100,24.1,437,1828,4.7,30.4,40.2,0,129,0,0,0,0,0,0
142109,0,0,0,100,25.3,347,1452,2.9,9.1,61.6,0,270,0,0,0,0,0,0
142209,0,0,0,100,23,399,1669,6,20,50.2,1.5,108.8,0,0,0,0,0,0
142210,0,0,0,100,22.3,325,1362,5.4,6.9,64.8,4.4,79.4,0,0,0,0,0,0
142211,0,0,0,100,20.8,331,1386,5.7,6.6,66.3,4,104,0,0,0,0,0,0
142212,0,0,0,100,20.5,361,1510,5.5,13,60.4,0,27.6,0,0,0,0,0,0
142332,0,0,0,100,8,506,2116,5.9,30.4,55.1,3,114.2,28.8,16.6,10.3,1.3,0,0
142333,0,0,0,100,10.7,445,1864,4.8,19,64.2,0,300,0,0,0,0,0,0
151001,0,0,0,100,46.5,269,1126,13.9,13.6,23.8,0,350.2,0,0,0,0,0,0
151002,0,0,0,100,36.7,280,1169,2.8,7.5,51.8,0,194.5,0,0,0,0,0,0
151003,0,0,0,100,43.3,292,1220,7.9,16.3,31,0,489.7,0,0,0,0,0,0
151004,0,0,0,100,49.2,253,1057,10.1,13.1,25.2,0,816.1,0,0,0,0,0,0
151005,0,0,0,100,46.5,261,1092,16.9,12.5,21.1,0,370.6,0,0,0,0,0,0
151006,0,0,0,67,41.3,337,1411,19.4,23.6,12.8,0,499.3,0,0,0,0,0,0
151007,0,0,0,70,54.1,240,1003,22.1,13.8,6.8,0,1263.3,0,0,0,0,0,0
151008,0,0,0,100,44,302,1262,18.4,18.9,16.2,0,895.3,0,0,0,0,0,0
151009,0,0,0,100,67.2,119,496,3.2,0.2,28.6,0,11.5,0,0,0,0,0,0
151010,0,0,0,100,37.7,298,1248,4.3,15.5,40.5,0,58.2,0,0,0,0,0,0
151011,0,0,0,100,47.8,225,941,12.2,5.1,32.5,0,533,4.8,2.4,1.6,0.8,0,0
151012,0,0,0,100,47.7,235,982,16.5,6.8,27,0,484,6.3,1.9,3.2,1.2,0,0
151013,0,0,0,100,50.8,244,1021,14.2,10.6,22.9,0,528,0,0,0,0,0,0
151014,0,0,0,100,56.3,234,979,10.7,13.3,17.8,0,551,0,0,0,0,0,0
151015,0,0,0,100,47.3,284,1187,13.3,16.2,21.3,0,526,14.9,4.6,5.7,4.6,0,0
151016,0,0,0,100,48.6,247,1034,15.5,9.9,24.1,0,570,8.7,2.6,4.9,1.2,0,0
151017,0,0,0,100,47.4,276,1155,10.7,14.4,26,0,389,0,0,0,0,0,0
151018,0,0,0,100,43.6,311,1303,16.4,18.9,19,0,535,0,0,0,0,0,0
151019,0,0,0,100,37.3,316,1323,14.5,14.9,31.1,0,490,0,0,0,0,0,0
151020,0,0,0,100,47.7,263,1101,14.1,12.5,23.5,0,545,10.9,5.3,4.6,1,0,0
151021,0,0,0,100,55.2,235,983,11.6,12.9,18.3,0,634,11.3,5.6,4.7,1,0,0
151022,0,0,0,100,46.6,285,1191,13,15.5,23.3,0,404,13.6,5.4,5.4,2.8,0,0
151023,0,0,0,100,49.4,256,1073,11.7,12.3,24.8,0,458,0,0,0,0,0,0
151024,0,0,0,100,54,250,1044,10.6,14.8,18.4,0,684,13.7,5,7,1.7,0,0
152105,0,0,0,100,86.3,68,284,2.3,3.1,7.7,0,64.6,2.9,1.8,0.8,0.1,0,0
152106,0,0,0,100,84.5,81,340,1.5,4.4,9.4,0.5,13.9,0,0,0,0,0,0
152107,0,0,0,100,84.9,76,320,2.1,4,8.8,0.8,9.8,0,0,0,0,0,0
152108,0,0,0,100,88.2,46,193,1.3,0.2,10.2,0.4,8.6,0,0,0,0,0,0
152109,0,0,0,100,84.3,64,266,1.7,0.9,12.8,0.6,12.2,0,0,0,0,0,0
152110,0,0,0,100,88.1,45,189,1.6,0.8,9.4,1.4,4.7,0,0,0,0,0,0
152111,0,0,0,100,81.6,69,290,1.7,1,15.5,2.1,12,0,0,0,0,0,0
152112,0,0,0,100,2.3,408,1706,6.9,7.5,82.3,4.2,38.1,0,0,0,0,0,0
152113,0,0,0,100,4,393,1642,6.5,9.7,76.3,6.5,318.4,9.1,5.4,1.5,2.2,0,0
152114,0,0,0,100,1.8,406,1698,4.7,9,82.8,6.3,138.6,8.5,1.8,5.6,1,0,0
152115,0,0,0,100,9,353,1478,14.4,9.7,65.3,13.2,12.1,9.1,2,5,2.1,0,0
152116,0,0,0,100,5.4,402,1682,8.9,11.1,73.5,6.9,26.5,10.4,3.7,3.3,3.5,0,0
152117,0,0,0,100,4.3,411,1721,7.2,8,77.9,0,120,0,0,0,0,0,0
152118,0,0,0,100,3,365,1528,7,0.8,86,3.5,725,0,0,0,0,0,0
152119,0,0,0,100,3,384,1608,7.7,0.3,88.8,1.1,10,0,0,0,0,0,0
152202,0,0,0,100,2.3,505,2115,11.4,27,55.2,0,976.8,23.8,12.7,8.9,2.2,0,0
152203,0,0,0,100,6.2,451,1889,10.4,19.2,60.1,0,382.8,17,2.3,10.3,4.3,0,0
152204,0,0,0,100,6.7,0,0,10.4,0,78.7,0,396.7,0,0,0,0,0,0
152205,0,0,0,100,0.3,0,0,10.2,0,89.5,0,0,0,0,0,0,0,0
152206,0,0,0,100,4.5,447,1869,10.2,17.9,62.6,1.4,465.5,15.8,9.9,5.1,0.8,0,0
152207,0,0,0,100,3.8,0,0,10.4,0,81.4,0,491.3,0,0,0,0,0,0
152208,0,0,0,100,5.1,0,0,6.8,0,76,0,0,0,0,0,0,0,0
152209,0,0,0,100,5,470,1968,10.2,24.2,53.7,0,828.8,21.4,13.5,7,0.9,0,0
152210,0,0,0,100,2.4,0,0,10.2,0,80.5,0,828.8,0,0,0,0,0,0
152211,0,0,0,100,77.6,0,0,10.2,0,10.4,0,0,0,0,0,0,0,0
152212,0,0,0,100,6,438,1833,11.7,18.8,59.3,3.8,561.8,16.6,10.1,5.7,0.9,0,0
152213,0,0,0,100,3.9,0,0,12,0,81.3,4.4,596.4,0,0,0,0,0,0
152214,0,0,0,100,8,0,0,10.1,0,68.8,0,0,0,0,0,0,0,0
152215,0,0,0,100,18.6,330,1380,5.8,4.1,68.5,0,673.7,3.6,1.6,1.5,0.6,0,0
152216,0,0,0,100,22.6,0,0,6,0,68.3,0,0,0,0,0,0,0,0
152217,0,0,0,100,16.2,0,0,3.6,0,78.2,0,0,0,0,0,0,0,0
152218,0,0,0,100,58.1,167,699,4.5,1,35.5,0,13.3,0,0,0,0,0,0
152219,0,0,0,100,58.8,0,0,3.9,0,37.2,0,0,0,0,0,0,0,0
152220,0,0,0,100,7.9,0,0,7.2,0,69,0,0,0,0,0,0,0,0
152221,0,0,0,100,58.9,180,753,9.1,4.3,26.5,2.3,316,0,0,0,0,0.2,0.4
152222,0,0,0,100,59.1,211,883,7.5,11.3,20.3,1.4,287,0,0,0,0,0,0
152223,0,0,0,100,37,333,1393,5.9,17.6,38.3,1.1,393,0,0,0,0,0.1,0
152224,0,0,0,100,58.7,188,787,5,5.6,29.7,2,220,0,0,0,0,0,0
152225,0,0,0,100,64.8,138,577,4.7,1.7,26.3,2.7,222,0,0,0,0,0.8,0.2
152314,0,0,0,100,33.8,283,1184,8.3,5.2,51.1,0,66,0,0,0,0,0,0
152315,0,0,0,100,8.1,355,1485,14.2,3.7,72.4,0,535,0,0,0,0,0,0
152316,0,0,0,100,38,260,1088,6.6,3.7,50.1,0,370,0,0,0,0,0,0
152415,0,0,0,100,2,515,2156,7.1,30.4,57.9,4.6,408.3,28.8,11,6,11.7,0,0
152416,0,0,0,100,1.4,449,1877,6.2,15.9,75.3,5.1,303.4,15,7.4,5.7,1.9,0,0
152417,0,0,0,100,2.3,557,2329,5.6,35.1,55.6,0,324,33.2,23.6,8,1.6,0,0
152418,0,0,0,100,1.6,463,1936,7.6,19.3,69.8,5.2,394.4,18.3,13.8,4.1,0.3,0,0
152419,0,0,0,100,1.4,496,2075,8.4,25.6,62.7,4.7,697.2,24.2,11.9,9.8,2.5,0,0
152420,0,0,0,100,1.5,526,2201,6.4,27.2,64,0,140,0,0,0,0,0,0
152421,0,0,0,100,3.4,440,1840,8.1,14.5,72.2,3,436,0,0,0,0,0,0
152501,0,0,0,100,53.4,198,827,6.8,5.6,32.7,2.7,449.2,0,0,0,0,0,0
152502,0,0,0,100,50.7,240,1002,8.8,12.3,26.6,3.2,611.6,0,0,0,0,0,0
152503,0,0,0,100,54.2,218,914,7.5,10.8,26,3.2,383.2,0,0,0,0,0,0
152504,0,0,0,100,51.2,250,1046,7,14.4,26,2.9,397.6,0,0,0,0,0,0
152505,0,0,0,100,52.6,253,1059,7,16.8,22.1,3.6,415,0,0,0,0,0,0
152506,0,0,0,100,51.1,223,932,7.3,9.1,31.1,3.2,335.6,0,0,0,0,0,0
152507,0,0,0,100,59.7,231,967,12.3,15.3,11.5,1.1,673,0,0,0,0,0,0
152508,0,0,0,100,50.4,267,1117,10,15.4,22.7,1.1,415,0,0,0,0,0,0
152509,0,0,0,100,61,186,778,7.4,7.4,22.8,1.9,286,0,0,0,0,0,0
152510,0,0,0,100,55.9,249,1042,14.3,17.7,8.5,0,678,0,0,0,0,0,0
152511,0,0,0,100,54.7,266,1113,12.3,20,9.7,0,644,0,0,0,0,0,0
152512,0,0,0,100,53.6,223,935,7.4,8.6,29.1,0,0,0,0,0,0,0,0
152513,0,0,0,100,52.8,227,949,7.3,10,28.6,1.7,405.8,0,0,0,0,0,0
153101,0,0,0,100,1.7,536,2244,4.2,29.9,63.2,0,191.6,28.3,15.8,5.9,4.6,0,0
153102,0,0,0,100,2.5,463,1936,5.5,17.6,73.5,2.9,241.3,16.6,9.4,6,1.2,0,0
153103,0,0,0,100,2.1,523,2187,8.1,35.3,53.7,10.6,144.9,33.4,16.1,13.3,3.9,0,0
153104,0,0,0,100,11.1,425,1780,4.3,17.7,65.7,3.5,273.8,13,8.8,4.2,0,0,0
153105,0,0,0,100,2,535,2239,7.6,34,54.7,5,309.8,32.2,14.5,12.6,5.1,0,0
153106,0,0,0,100,2.6,475,1987,6,24.7,63.8,6.6,596.7,23.4,11.7,9.3,2,0,0
153107,0,0,0,100,1.4,553,2312,5.6,34.7,56.5,2,465.2,32.8,14.9,13,4.9,0,0
153108,0,0,0,100,2.5,500,2092,3.1,29.6,61.6,6.3,96.7,28,16.9,10.1,1,0,0
153109,0,0,0,100,3.8,476,1990,4.3,21.3,68.5,1.8,519,20.1,12,7.2,1,0,0
153201,0,0,0,100,2.3,523,2188,5.3,30.9,59.5,0,407,0,0,0,0,0,0
153202,0,0,0,100,0.9,528,2210,7.6,30.6,59.2,3.6,239.3,28.9,14,11.9,3,0,0
153203,0,0,0,100,0.9,554,2318,6,36.9,54.6,5.1,486.6,34.9,16.9,9.4,8.6,0,0
153204,0,0,0,100,5,177,740,29.4,4.8,50.4,46.4,1599.1,2.7,2.7,0,0,0,0
153205,0,0,0,100,9.5,316,1320,9.9,12.4,61.9,20.8,2349.8,7,3.1,2.8,1,0,0
153206,0,0,0,100,1.9,548,2295,7.5,37.6,49.2,4.2,508.6,35.4,15.8,14.7,4.9,0,0
153207,0,0,0,100,2.1,555,2322,7.4,40,46.6,5.3,366.4,37.7,20.2,15,2.4,0,0
153208,0,0,0,100,2.2,576,2408,1.3,42.6,51.7,5,701.6,40.1,23.4,14.6,2,0,0
153301,0,0,0,100,2.5,403,1686,12.6,12.1,69.6,8.7,1102.1,9.4,4.2,3.9,1.2,0,0
153302,0,0,0,100,11.1,220,919,26.2,2,54,29.8,1577,0,0,0,0,0,0
153303,0,0,0,100,1.8,593,2482,5,41.9,50.4,1.4,79,39.6,23.7,13.4,2.5,0,0
153304,0,0,0,100,2,573,2398,7.6,45,43.9,9.5,276.3,42.6,19.7,18.4,4.6,0,0
153305,0,0,0,100,3.6,406,1698,10.8,13.4,70.4,9.9,1.3,11.4,5.9,4.2,1.3,0,0
153306,0,0,0,100,4.3,484,2025,13,25.6,55.1,0,299.7,0,0,0,0,0,0
153307,0,0,0,100,1.9,376,1573,6.5,1.2,88.6,0,816.6,0,0,0,0,0,0
153308,0,0,0,100,6.3,376,1574,27.1,3.3,59.5,0,1211.5,2.3,1,1,0.3,0,0
153401,0,0,0,100,82.1,71,296,0.1,0.2,17.2,0,38,0,0,0,0,0,0
153402,0,0,0,100,74.2,100,419,0,0,25.6,0.5,32.5,0,0,0,0,0,0
153403,0,0,0,100,72,109,457,0,0,27.8,0.5,37.2,0,0,0,0,0,0
153404,0,0,0,100,82.6,70,292,0.1,0.4,16.6,0,49.6,0,0,0,0,0,0
161009,0,12,6,100,89.1,43,181,0.1,0,10.8,0,4,0,0,0,0,0,0
162012,0,12,6,100,88.1,47,196,0.2,0.1,11.4,0.1,10,0.2,0.1,0,0.1,0,0
162013,0,12,6,100,90.9,36,149,0.3,0.2,8.3,0.1,8.3,0,0,0,0,0,0
162014,0,12,6,100,86.7,54,225,0.1,0.3,12.8,0.1,4.2,0,0,0,0,0,0
162015,0,12,6,100,87.9,50,209,0.1,0.3,11.7,0,8.3,0,0,0,0,0,0
162016,0,12,6,100,87.3,44,184,0.1,0.4,12.1,0.3,2.2,0,0,0,0,0,0
162017,0,12,6,100,88.6,44,183,0.7,0.1,10.2,0.2,1.6,0,0,0,0,0,0
162018,0,12,6,100,88.5,47,196,0.3,0.2,11.2,0.2,14.9,0,0,0,0,0,0
162019,0,12,6,100,88.2,46,191,0.5,0,11,0,3,0,0,0,0,0,0
162020,0,12,6,100,88.2,47,197,0,0,11.8,0,0.8,0,0,0,0,0,0
162021,0,12,6,100,87.9,44,184,0.1,0,12,0.2,21,0,0,0,0,0,0
162022,0,12,6,100,18.6,325,1358,0.3,0.5,80.2,0.5,0,0,0,0,0,0,0
162023,0,12,6,100,86.1,55,231,0.1,0.2,13.9,0.7,2.7,0,0,0,0,0,0
162024,0,12,6,100,93,27,115,0.1,0,6.7,0,1.3,0,0,0,0,0,0
162025,0,12,6,100,87.6,50,208,0.2,0.1,12,0,9.7,0,0,0,0,0,0
162026,0,12,6,100,91.4,34,142,0.6,0.4,7.3,0.3,8.5,0.3,0.1,0,0.2,0,0
162027,0,12,6,100,90.2,51,213,0.7,2.4,6.6,0,13.7,1.9,1.7,0.2,0,0,0
162028,0,12,6,100,90.2,39,164,0.6,0.1,9,0,0,0,0,0,0,0,0
163002,0,12,6,100,93.4,24,101,0.1,0,6.3,0.4,47,0,0,0,0,0,0
164003,0,12,6,100,86,55,228,1.1,0.1,12.3,0,0,0,0,0,0,0,0
164004,0,12,6,100,90.9,38,157,1.1,0.6,6.9,0,207,0.6,0.6,0,0,0,0
164005,0,12,6,100,92.8,30,126,1.1,0.6,5.1,0,195.8,0.6,0.5,0.1,0,0,0
164006,0,12,6,100,87.8,54,225,1.1,1.3,9.4,0,50.5,1.2,0.8,0.3,0,0,0
164007,0,12,6,100,86.6,54,226,0.7,0.3,12.1,0,49.1,0,0,0,0,0,0
165003,0,12,6,100,91.6,44,183,0.8,2.1,5.5,0,13.9,0,0,0,0,0,0
165004,0,12,6,100,90,53,222,0.9,2.7,6.2,0,17.3,0,0,0,0,0,0
165005,0,12,6,100,90.6,52,216,0.9,2.9,5.5,0,16.2,0,0,0,0,0,0
165006,0,12,6,100,90.8,51,214,0.8,2.9,5.4,0,15.4,0,0,0,0,0,0
165007,0,12,6,100,90.3,49,205,0.7,2.1,6.8,0,62.3,0,0,0,0,0,0
166111,0,0,0,0,2.9,305,1276,13,3.4,77.6,0,6,0,0,0,0,0,0
166202,0,0,0,100,99.7,1,4,0,0,0.3,0,1,0,0,0,0,0,0
167011,0,0,0,100,1.2,394,1650,5.8,2.4,88.4,0,93.2,0,0,0,0,0,0
167012,0,0,0,100,0.2,407,1704,0.1,2.2,96.8,0,196.4,1.8,0.7,0.8,0.3,0,0
167013,0,0,0,100,2.2,397,1662,0.4,1.6,95.4,0.1,86.1,0,0,0,0,0,0
167014,0,0,0,100,0.2,406,1700,0.2,1.7,97.6,0,1.9,1.4,0.4,0.4,0.5,0,0
167015,0,0,0,100,3,390,1631,8,4,80.6,0,221.4,2.9,2.9,0,0,0,0
167016,0,0,0,100,0.7,203,849,17.1,8.8,68.9,55.1,2.2,8.3,3.4,0.8,4.1,0,0
167017,0,0,0,100,3.1,218,911,12.2,0.5,41.1,0,37,0.4,0.2,0,0.2,0,0
167018,0,0,0,100,3,554,2318,2.7,34.9,57.3,0,200,0,0,0,0,0,0
168009,0,0,0,100,64.8,150,628,2.7,3.2,28.5,0.9,31,3,1.9,1,0.1,0,0
168010,0,0,0,100,60.6,205,857,2.9,10.1,25.6,0,56.3,9.5,8.7,0.6,0.2,0,0
168011,0,0,0,100,62.4,211,884,3.5,12.8,20.5,0,41.1,12.1,7.6,4.1,0,0,0
168012,0,0,0,100,66.1,145,608,2.9,2.6,27.7,0,45.2,0,0,0,0,0,0
168013,0,0,0,100,61.7,173,725,3.6,4.8,29,0,65.1,0,0,0,0,0,0
168014,0,0,0,100,66.2,158,662,3.5,5.5,23.9,0,68.8,0,0,0,0,0,0
168015,0,0,0,100,45,278,1164,4.2,13.1,36.7,0.8,61.2,12.4,7.5,3.7,1.2,0,0
168016,0,0,0,100,60.7,202,847,3.3,10.5,24.5,0.8,66.3,9.9,9,0.7,0.2,0,0
168017,0,0,0,100,70.1,147,617,2.8,6.2,20.1,0,50.1,5.9,5,0.8,0.1,0,0
168018,0,0,0,100,50.7,212,888,2.7,4.8,41.2,1.7,44.6,4.5,3.8,0.7,0,0,0
168019,0,0,0,100,82.9,73,306,0,1,16.1,0,0,0.9,0.5,0.4,0.1,0,0
